"","Gender","Location","Age","ss","sj","st","sd","so"
"735","M","A","L",65,8,35,25,36
"736","M","A","L",93,38,7,78,46
"737","M","A","L",12,58,88,71,53
"738","M","A","L",52,67,48,59,56
"739","M","A","L",88,27,12,19,42
"740","M","A","L",49,44,51,1,48
"741","M","A","L",88,1,12,0,33
"742","M","A","L",41,47,59,69,49
"743","M","A","L",89,12,11,9,37
"744","M","A","L",98,32,2,23,44
"745","M","A","L",60,14,40,39,38
"746","M","A","L",70,71,30,47,57
"747","M","A","L",9,49,91,32,49
"748","M","A","L",45,0,55,55,34
"749","M","A","L",92,5,8,75,35
"750","M","A","L",72,58,28,20,52
"751","M","A","O",93,95,7,94,65
"752","M","A","O",39,70,61,96,57
"753","M","A","O",60,5,40,73,35
"754","M","A","O",48,46,52,65,49
"755","M","A","O",63,73,37,97,58
"756","M","A","O",21,4,79,97,35
"757","M","A","O",64,65,36,92,55
"758","M","A","O",87,60,13,91,54
"759","M","A","O",71,21,29,78,41
"760","M","A","O",56,3,44,78,35
"761","M","A","O",45,12,55,68,38
"762","M","A","O",34,93,66,76,64
"763","M","A","O",42,7,58,88,36
"764","M","A","O",18,35,82,96,46
"765","M","A","O",55,98,45,81,66
"766","M","A","O",53,77,47,82,59
"767","M","A","O",68,77,32,99,59
"768","M","A","O",65,45,35,72,49
"769","M","A","O",83,56,17,76,52
"770","M","A","O",42,33,58,78,45
"771","M","A","O",84,29,16,63,43
"772","M","A","O",34,65,66,94,55
"773","M","A","O",82,20,18,77,40
"774","M","A","O",10,96,90,65,65
"775","M","A","O",91,37,9,96,46
"776","M","A","O",19,28,81,63,43
"777","M","A","O",76,71,24,83,57
"778","M","A","O",87,67,13,94,56
"779","M","A","O",24,53,76,86,51
"780","M","A","O",3,58,97,97,53
"781","M","A","O",91,21,9,62,41
"782","M","A","O",1,34,99,78,45
"783","M","A","O",67,26,33,66,42
"784","M","A","O",86,24,14,63,42
"785","M","A","O",14,31,86,70,44
"786","M","A","O",64,98,36,92,66
"787","M","A","O",36,24,64,84,42
"788","M","A","O",84,66,16,67,55
"789","M","A","O",22,37,78,93,46
"790","M","A","O",29,63,71,77,55
"791","M","A","O",42,30,58,72,44
"792","M","A","O",63,45,37,87,49
"793","M","A","O",16,81,84,79,61
"794","M","A","O",50,44,50,64,48
"795","M","A","O",84,56,16,65,52
"796","M","A","O",4,53,96,71,51
"797","M","A","O",3,6,97,63,36
"798","M","A","O",82,35,18,85,45
"799","M","A","O",68,4,32,85,35
"800","M","A","O",99,51,1,79,51
"801","M","A","O",1,54,99,96,52
"802","M","A","O",99,27,1,92,43
"803","M","A","O",95,89,5,79,63
"804","M","A","O",91,59,9,89,53
"805","M","A","O",38,91,62,63,64
"806","M","A","O",14,69,86,79,57
"807","M","A","O",50,61,50,95,54
"808","M","A","O",95,67,5,71,56
"809","M","A","O",24,95,76,74,65
"810","M","A","O",4,96,96,96,66
"811","M","A","O",46,27,54,97,43
"812","M","A","O",25,23,75,63,41
"813","M","A","O",64,50,36,83,50
"814","M","A","O",48,26,52,97,43
"815","M","A","O",4,50,96,68,50
"816","M","A","O",46,8,54,81,36
"817","M","A","O",80,97,20,72,66
"818","M","A","O",97,44,3,67,48
"819","M","A","O",95,71,5,92,57
"820","M","A","O",5,33,95,79,45
"821","M","A","O",3,22,97,73,41
"822","M","A","O",4,15,96,88,39
"823","M","A","O",98,77,2,94,59
"824","M","A","O",83,54,17,73,52
"825","M","A","O",83,86,17,65,62
"826","M","A","O",2,69,98,83,57
"827","M","A","O",49,49,51,90,50
"828","M","A","O",40,76,60,65,59
"829","M","A","O",45,5,55,90,36
"830","M","A","O",26,16,74,88,39
"831","M","A","O",91,47,9,99,50
"832","M","A","O",83,100,17,74,67
"833","M","A","O",11,64,89,77,55
"834","M","A","O",32,39,68,76,47
"835","M","A","O",25,54,75,98,52
"836","M","A","O",74,82,26,64,61
"837","M","A","O",14,58,86,77,53
"838","M","A","O",76,45,24,89,49
"839","M","A","O",18,34,82,83,45
"840","M","A","O",51,33,49,62,45
"841","M","A","O",7,11,93,86,37
"842","M","A","O",84,21,16,95,41
"843","M","A","O",69,99,31,68,66
"844","M","A","O",28,23,72,99,42
"845","M","A","O",59,77,41,90,59
"846","M","A","O",51,1,49,70,34
"847","M","A","O",12,76,88,81,59
"848","M","A","O",42,1,58,86,34
"849","M","A","O",27,3,73,81,35
"850","M","A","O",24,76,76,70,59
"851","M","A","O",24,99,76,84,67
"852","M","A","O",50,86,50,83,62
"853","M","A","O",76,35,24,86,45
"854","M","A","O",99,28,1,68,43
"855","M","A","O",11,26,89,64,42
"856","M","A","O",32,10,68,73,37
"857","M","A","O",8,67,92,62,56
"858","M","A","O",78,94,22,98,65
"859","M","A","O",1,80,99,92,60
"860","M","A","O",79,66,21,82,56
"861","M","A","O",35,92,65,77,64
"862","M","A","O",53,51,47,88,51
"863","M","A","O",25,66,75,66,55
"864","M","A","O",27,70,73,97,57
"865","M","A","O",8,45,92,74,49
"866","M","A","O",54,43,46,65,48
"867","M","A","O",88,56,12,88,52
"868","M","A","O",50,15,50,73,39
"869","M","A","O",76,80,24,60,60
"870","M","A","O",73,28,27,72,43
"871","M","A","O",50,49,50,68,50
"872","M","A","O",64,4,36,67,35
"873","M","A","O",56,66,44,62,55
"874","M","A","O",62,42,38,96,48
"875","M","A","O",83,20,17,71,40
"876","M","A","O",35,26,65,74,42
"877","M","A","O",46,34,54,81,45
"878","M","A","O",28,52,72,61,51
"879","M","A","O",21,81,79,93,61
"880","M","A","O",86,12,14,87,38
"881","M","A","O",74,65,26,85,55
"882","M","A","O",85,50,15,79,50
"883","M","A","O",8,77,92,93,59
"884","M","A","O",38,93,62,79,64
"885","M","A","O",90,39,10,89,47
"886","M","A","O",29,57,71,79,53
"887","M","A","O",44,43,56,77,48
"888","M","A","O",82,70,18,66,57
"889","M","A","O",70,31,30,79,44
"890","M","A","O",95,46,5,86,49
"891","M","A","O",10,26,90,82,42
"892","M","A","O",75,70,25,64,57
"893","M","A","O",92,16,8,71,39
"894","M","A","O",53,24,47,65,42
"895","M","A","O",21,39,79,81,47
"896","M","A","O",48,88,52,77,63
"897","M","A","O",92,7,8,71,36
"898","M","A","O",99,45,1,86,49
"899","M","A","O",34,75,66,60,58
"900","M","A","O",32,48,68,98,50
"901","M","A","O",20,61,80,98,54
"902","M","A","O",16,3,84,61,35
"903","M","A","O",72,43,28,63,48
"904","M","A","O",84,21,16,63,41
"905","M","A","O",61,30,39,76,44
"906","M","A","O",88,9,12,82,37
"907","M","A","O",74,38,26,93,46
"908","M","A","O",58,55,42,66,52
"909","M","A","O",47,32,53,74,44
"910","M","A","O",89,22,11,98,41
"911","M","A","O",90,57,10,80,53
"912","M","A","O",81,49,19,91,50
"913","M","A","O",98,60,2,85,54
"914","M","A","O",81,78,19,85,60
"915","M","A","O",39,22,61,77,41
"916","M","A","O",48,8,52,61,36
"917","M","A","O",97,23,3,61,41
"918","M","A","O",75,74,25,95,58
"919","M","A","O",24,34,76,86,45
"920","M","A","O",88,33,12,85,45
"921","M","A","O",0,26,100,77,42
"922","M","A","O",28,46,72,74,49
"923","M","A","O",65,29,35,78,43
"924","M","A","O",49,46,51,63,49
"925","M","A","O",53,57,47,88,53
"926","M","A","O",64,24,36,92,42
"927","M","A","O",91,100,9,86,67
"928","M","A","O",31,29,69,72,43
"929","M","A","O",59,84,41,67,61
"930","M","A","O",12,5,88,86,36
"931","M","A","O",22,68,78,96,56
"932","M","A","O",40,21,60,78,41
"933","M","A","O",13,84,87,80,62
"934","M","A","O",68,79,32,70,60
"935","M","A","O",86,52,14,74,51
"936","M","A","O",20,10,80,62,37
"937","M","A","O",43,72,57,81,58
"938","M","A","O",88,89,12,97,63
"939","M","A","O",7,88,93,97,63
"940","M","A","O",42,25,58,80,42
"941","M","A","O",40,54,60,75,52
"942","M","A","O",57,83,43,70,61
"943","M","A","O",29,100,71,99,67
"944","M","A","O",97,78,3,96,60
"945","M","A","O",26,24,74,100,42
"946","M","A","O",50,24,50,62,42
"947","M","A","O",40,69,60,99,57
"948","M","A","O",35,91,65,67,64
"949","M","A","O",97,83,3,74,61
"950","M","A","O",74,49,26,86,50
"951","M","A","O",14,44,86,64,48
"952","M","A","O",26,38,74,99,47
"953","M","A","O",21,39,79,92,47
"954","M","A","O",66,12,34,77,38
"955","M","A","O",6,100,94,86,67
"956","M","A","O",81,51,19,95,51
"957","M","A","O",47,52,53,74,51
"958","M","A","O",15,29,85,100,44
"959","M","A","O",90,86,10,97,62
"960","M","A","O",91,65,9,65,55
"961","M","A","O",75,46,25,62,49
"962","M","A","O",40,70,60,64,57
"963","M","A","O",40,90,60,97,64
"964","M","A","O",74,5,26,98,36
"965","M","A","O",78,18,22,80,40
"966","M","A","O",58,4,42,84,35
"967","M","A","O",30,75,70,86,59
"968","M","A","O",47,98,53,90,66
"969","M","A","O",54,57,46,60,52
"970","M","A","O",30,78,70,67,59
"971","M","A","O",40,35,60,77,45
"972","M","A","O",16,27,84,61,43
"973","M","A","O",19,46,81,82,49
"974","M","A","O",22,6,78,82,36
"975","M","A","O",4,4,96,62,35
"976","M","A","O",80,47,20,70,49
"977","M","A","O",43,80,57,85,60
"978","M","A","O",32,5,68,67,35
"979","M","A","O",87,45,13,60,48
"980","M","A","O",1,7,99,67,36
"981","M","A","O",20,20,80,99,41
"982","M","A","O",0,62,100,91,54
"983","M","A","O",61,41,39,79,47
"984","M","A","O",71,6,29,62,36
"985","M","A","O",4,4,96,74,35
"986","M","A","O",79,42,21,83,48
"987","M","A","O",53,53,47,93,51
"988","M","A","O",29,61,71,85,54
"989","M","A","O",23,26,77,80,42
"990","M","A","O",89,26,11,74,42
"991","M","A","O",12,84,88,62,61
"992","M","A","O",13,73,87,84,58
"993","M","A","O",23,7,77,91,36
"994","M","A","O",8,14,92,67,38
"995","M","A","O",42,28,58,60,43
"996","M","A","O",65,36,35,83,46
"997","M","A","O",19,44,81,91,48
"998","M","A","O",100,86,0,86,62
"999","M","A","O",63,25,37,96,42
"1000","M","A","O",25,29,75,63,43
"1001","F","A","T",84,25,16,19,40
"1002","F","A","T",82,16,18,67,45
"1003","F","A","T",5,10,95,7,62
"1004","F","A","T",77,26,23,68,30
"1005","F","A","T",69,21,31,41,60
"1006","F","A","T",42,9,58,26,32
"1007","F","A","T",48,7,52,31,39
"1008","F","A","T",19,11,81,11,40
"1009","F","A","T",45,9,55,7,32
"1010","F","A","T",1,7,99,0,42
"1011","F","A","T",68,5,32,43,42
"1012","F","A","T",5,20,95,14,38
"1013","F","A","T",88,20,12,54,49
"1014","F","A","T",81,2,19,29,43
"1015","F","A","T",14,6,86,66,51
"1016","F","A","T",13,12,87,35,48
"1017","F","A","T",48,26,52,52,49
"1018","F","A","T",86,15,14,26,59
"1019","F","A","T",40,18,60,49,52
"1020","F","A","T",55,12,45,44,38
"1021","F","A","T",91,24,9,58,42
"1022","F","A","T",29,27,71,23,46
"1023","F","A","T",18,7,82,42,31
"1024","F","A","T",38,3,62,36,48
"1025","F","A","T",96,22,4,80,38
"1026","F","A","T",62,6,38,49,49
"1027","F","A","T",76,23,24,75,48
"1028","F","A","T",44,27,56,64,58
"1029","F","A","T",86,9,14,46,35
"1030","F","A","T",55,20,45,35,30
"1031","F","A","T",12,29,88,46,67
"1032","F","A","T",7,5,93,37,37
"1033","F","A","T",91,9,9,31,56
"1034","F","A","T",19,29,81,9,41
"1035","F","A","T",96,25,4,59,45
"1036","F","A","T",79,29,21,65,32
"1037","F","A","T",89,17,11,34,66
"1038","F","A","T",35,18,65,39,48
"1039","F","A","T",37,6,63,52,48
"1040","F","A","T",16,15,84,20,54
"1041","F","A","T",73,18,27,32,46
"1042","F","A","T",83,18,17,23,62
"1043","F","A","T",66,28,34,69,51
"1044","F","A","T",95,5,5,13,64
"1045","F","A","T",6,9,94,52,51
"1046","F","A","T",59,0,41,9,49
"1047","F","A","T",83,21,17,5,37
"1048","F","A","T",59,14,41,44,31
"1049","F","A","T",70,30,30,2,41
"1050","F","A","T",95,29,5,78,31
"1051","F","A","T",52,1,48,24,50
"1052","F","A","T",88,11,12,79,42
"1053","F","A","T",38,15,62,8,38
"1054","F","A","T",36,1,64,17,42
"1055","F","A","T",94,29,6,18,46
"1056","F","A","T",38,24,62,18,41
"1057","F","A","T",48,19,52,62,44
"1058","F","A","T",32,15,68,5,61
"1059","F","A","T",1,29,99,58,32
"1060","F","A","T",49,26,51,33,35
"1061","F","A","T",60,5,40,23,28
"1062","F","A","T",35,10,65,51,31
"1063","F","A","T",78,14,22,41,38
"1064","F","A","T",18,8,82,70,44
"1065","F","A","T",9,3,91,6,42
"1066","F","A","T",61,29,39,56,35
"1067","F","A","T",3,10,97,64,48
"1068","F","A","T",67,17,33,80,37
"1069","F","A","T",71,27,29,10,42
"1070","F","A","T",79,10,21,75,51
"1071","F","A","T",82,7,18,19,39
"1072","F","A","T",75,21,25,40,49
"1073","F","A","T",51,15,49,31,64
"1074","F","A","T",83,30,17,9,57
"1075","F","A","T",98,11,2,47,42
"1076","F","A","T",11,20,89,32,36
"1077","F","A","T",95,26,5,22,49
"1078","F","A","T",95,3,5,75,34
"1079","F","A","T",72,19,28,50,32
"1080","F","A","T",41,13,59,11,44
"1081","F","A","T",79,18,21,35,40
"1082","F","A","T",20,16,80,45,41
"1083","F","A","T",77,8,23,61,50
"1084","F","A","T",7,25,93,45,59
"1085","F","A","T",88,28,12,2,48
"1086","F","A","T",29,1,71,43,52
"1087","F","A","T",68,23,32,13,48
"1088","F","A","T",11,19,89,59,49
"1089","F","A","T",25,24,75,45,42
"1090","F","A","T",22,11,78,71,46
"1091","F","A","T",32,26,68,37,36
"1092","F","A","T",64,24,36,23,34
"1093","F","A","T",16,12,84,80,44
"1094","F","A","T",72,4,28,47,42
"1095","F","A","T",70,21,30,35,66
"1096","F","A","T",99,14,1,17,37
"1097","F","A","T",31,7,69,61,59
"1098","F","A","T",6,4,94,64,38
"1099","F","A","T",47,23,53,48,34
"1100","F","A","T",11,22,89,58,50
"1101","F","A","T",98,15,2,53,46
"1102","F","A","T",0,25,100,12,46
"1103","F","A","T",47,20,53,23,57
"1104","F","A","T",40,24,60,21,68
"1105","F","A","T",54,21,46,30,62
"1106","F","A","T",58,27,42,64,44
"1107","F","A","T",69,5,31,9,39
"1108","F","A","T",85,16,15,1,34
"1109","F","A","T",55,4,45,38,52
"1110","F","A","T",71,29,29,25,57
"1111","F","A","T",17,16,83,30,56
"1112","F","A","T",91,9,9,33,44
"1113","F","A","T",23,25,77,16,54
"1114","F","A","T",9,18,91,47,51
"1115","F","A","T",13,10,87,31,48
"1116","F","A","T",89,25,11,76,37
"1117","F","A","T",73,24,27,26,42
"1118","F","A","T",77,6,23,65,58
"1119","F","A","T",1,9,99,36,52
"1120","F","A","T",31,10,69,34,28
"1121","F","A","T",59,6,41,55,37
"1122","F","A","T",93,17,7,17,52
"1123","F","A","T",56,25,44,79,48
"1124","F","A","T",0,18,100,11,33
"1125","F","A","T",21,0,79,9,50
"1126","F","A","T",49,14,51,74,40
"1127","F","A","T",50,12,50,64,51
"1128","F","A","T",93,4,7,63,43
"1129","F","A","T",39,27,61,74,51
"1130","F","A","T",6,30,94,42,46
"1131","F","A","T",63,17,37,33,50
"1132","F","A","T",83,25,17,52,35
"1133","F","A","T",22,9,78,21,48
"1134","F","A","T",76,26,24,11,40
"1135","F","A","T",14,27,86,80,30
"1136","F","A","T",10,1,90,60,32
"1137","F","A","T",5,8,95,8,53
"1138","F","A","T",39,9,61,79,47
"1139","F","A","T",66,13,34,52,48
"1140","F","A","T",16,22,84,35,52
"1141","F","A","T",74,2,26,39,55
"1142","F","A","T",91,3,9,66,44
"1143","F","A","T",63,28,37,49,49
"1144","F","A","T",38,1,62,71,36
"1145","F","A","T",28,19,72,49,47
"1146","F","A","T",36,11,64,1,30
"1147","F","A","T",25,5,75,24,44
"1148","F","A","T",18,4,82,4,57
"1149","F","A","T",36,27,64,4,51
"1150","F","A","T",87,1,13,62,43
"1151","F","A","T",97,27,3,13,35
"1152","F","A","T",84,23,16,37,37
"1153","F","A","T",92,7,8,39,50
"1154","F","A","T",95,21,5,1,32
"1155","F","A","T",91,4,9,49,45
"1156","F","A","T",70,23,30,5,61
"1157","F","A","T",29,14,71,73,54
"1158","F","A","T",58,16,42,26,61
"1159","F","A","T",71,19,29,18,47
"1160","F","A","T",18,25,82,13,50
"1161","F","A","T",40,13,60,71,47
"1162","F","A","T",35,21,65,41,56
"1163","F","A","T",49,28,51,16,48
"1164","F","A","T",5,29,95,34,50
"1165","F","A","T",89,22,11,24,28
"1166","F","A","T",97,6,3,36,35
"1167","F","A","T",89,11,11,73,56
"1168","F","A","T",26,27,74,64,36
"1169","F","A","T",54,13,46,75,57
"1170","F","A","T",33,24,67,47,41
"1171","F","A","T",64,19,36,43,44
"1172","F","A","T",85,11,15,46,30
"1173","F","A","T",61,3,39,9,42
"1174","F","A","T",23,18,77,31,51
"1175","F","A","T",37,20,63,3,40
"1176","F","A","T",61,24,39,21,48
"1177","F","A","T",8,10,92,67,58
"1178","F","A","T",66,23,34,55,47
"1179","F","A","T",1,29,99,55,55
"1180","F","A","T",71,7,29,4,41
"1181","F","A","T",78,12,22,49,32
"1182","F","A","T",77,12,23,29,37
"1183","F","A","T",79,21,21,44,43
"1184","F","A","T",68,12,32,54,34
"1185","F","A","T",57,21,43,44,62
"1186","F","A","T",1,7,99,43,46
"1187","F","A","T",46,11,54,24,52
"1188","F","A","T",99,4,1,24,38
"1189","F","A","T",99,5,1,32,37
"1190","F","A","T",52,4,48,7,38
"1191","F","A","T",45,28,55,7,44
"1192","F","A","T",99,2,1,25,57
"1193","F","A","T",7,11,93,14,52
"1194","F","A","T",59,21,41,63,43
"1195","F","A","T",73,17,27,36,50
"1196","F","A","T",68,28,32,64,40
"1197","F","A","T",65,8,35,14,54
"1198","F","A","T",22,20,78,10,34
"1199","F","A","T",26,3,74,15,54
"1200","F","A","T",98,19,2,48,40
"1201","F","A","T",6,12,94,56,59
"1202","F","A","T",72,27,28,28,46
"1203","F","A","T",45,2,55,52,53
"1204","F","A","T",46,16,54,48,51
"1205","F","A","T",26,20,74,65,44
"1206","F","A","T",75,29,25,60,49
"1207","F","A","T",84,28,16,52,50
"1208","F","A","T",75,13,25,61,52
"1209","F","A","T",8,28,92,41,54
"1210","F","A","T",33,29,67,55,45
"1211","F","A","T",86,2,14,45,51
"1212","F","A","T",9,10,91,13,50
"1213","F","A","T",30,2,70,35,38
"1214","F","A","T",49,29,51,1,54
"1215","F","A","T",99,11,1,52,50
"1216","F","A","T",40,20,60,52,46
"1217","F","A","T",20,16,80,20,57
"1218","F","A","T",26,29,74,49,44
"1219","F","A","T",83,1,17,69,44
"1220","F","A","T",40,16,60,21,43
"1221","F","A","T",16,7,84,75,28
"1222","F","A","T",87,15,13,56,56
"1223","F","A","T",77,18,23,39,39
"1224","F","A","T",59,9,41,51,50
"1225","F","A","T",5,18,95,71,56
"1226","F","A","T",55,3,45,41,51
"1227","F","A","T",49,6,51,80,46
"1228","F","A","T",61,20,39,47,67
"1229","F","A","T",91,28,9,6,43
"1230","F","A","T",61,9,39,28,67
"1231","F","A","T",79,13,21,43,48
"1232","F","A","T",55,30,45,24,54
"1233","F","A","T",34,20,66,8,57
"1234","F","A","T",6,12,94,11,50
"1235","F","A","T",15,10,85,45,42
"1236","F","A","T",18,20,82,42,34
"1237","F","A","T",7,22,93,33,46
"1238","F","A","T",80,14,20,19,51
"1239","F","A","T",79,29,21,41,40
"1240","F","A","T",47,8,53,9,28
"1241","F","A","T",42,22,58,7,51
"1242","F","A","T",89,14,11,62,45
"1243","F","A","T",77,20,23,30,54
"1244","F","A","T",29,22,71,13,44
"1245","F","A","T",89,15,11,16,46
"1246","F","A","T",11,18,89,70,58
"1247","F","A","T",28,21,72,72,36
"1248","F","A","T",30,12,70,10,62
"1249","F","A","T",89,22,11,61,54
"1250","F","A","T",23,27,77,63,61
"1251","F","A","U",11,41,89,75,48
"1252","F","A","U",4,49,96,34,55
"1253","F","A","U",65,36,35,65,44
"1254","F","A","U",1,27,99,8,48
"1255","F","A","U",80,15,20,18,54
"1256","F","A","U",6,36,94,66,46
"1257","F","A","U",4,44,96,14,63
"1258","F","A","U",38,24,62,23,38
"1259","F","A","U",78,37,22,54,50
"1260","F","A","U",82,45,18,64,44
"1261","F","A","U",2,40,98,1,50
"1262","F","A","U",16,29,84,16,41
"1263","F","A","U",73,49,27,48,44
"1264","F","A","U",81,38,19,23,35
"1265","F","A","U",99,43,1,7,46
"1266","F","A","U",95,47,5,7,56
"1267","F","A","U",38,16,62,47,40
"1268","F","A","U",32,42,68,33,37
"1269","F","A","U",33,40,67,28,44
"1270","F","A","U",71,32,29,47,42
"1271","F","A","U",98,43,2,27,48
"1272","F","A","U",96,44,4,33,50
"1273","F","A","U",15,22,85,74,37
"1274","F","A","U",39,28,61,62,49
"1275","F","A","U",8,42,92,63,46
"1276","F","A","U",74,32,26,30,40
"1277","F","A","U",68,19,32,47,50
"1278","F","A","U",65,32,35,51,55
"1279","F","A","U",97,23,3,27,55
"1280","F","A","U",19,20,81,39,68
"1281","F","A","U",68,21,32,24,48
"1282","F","A","U",78,17,22,60,54
"1283","F","A","U",70,36,30,33,36
"1284","F","A","U",50,30,50,17,32
"1285","F","A","U",8,23,92,75,55
"1286","F","A","U",83,41,17,1,48
"1287","F","A","U",13,41,87,51,39
"1288","F","A","U",2,32,98,28,52
"1289","F","A","U",13,25,87,69,52
"1290","F","A","U",53,38,47,14,62
"1291","F","A","U",15,39,85,49,51
"1292","F","A","U",32,40,68,46,66
"1293","F","A","U",71,35,29,29,47
"1294","F","A","U",11,41,89,32,42
"1295","F","A","U",34,40,66,41,54
"1296","F","A","U",94,18,6,2,58
"1297","F","A","U",13,43,87,15,48
"1298","F","A","U",62,24,38,22,32
"1299","F","A","U",67,40,33,31,40
"1300","F","A","U",7,41,93,36,66
"1301","F","A","U",28,43,72,25,53
"1302","F","A","U",58,18,42,29,45
"1303","F","A","U",22,21,78,32,54
"1304","F","A","U",30,29,70,79,53
"1305","F","A","U",39,23,61,68,62
"1306","F","A","U",39,49,61,29,54
"1307","F","A","U",67,31,33,10,40
"1308","F","A","U",32,39,68,60,42
"1309","F","A","U",6,49,94,8,35
"1310","F","A","U",87,17,13,2,37
"1311","F","A","U",21,31,79,71,33
"1312","F","A","U",69,38,31,22,44
"1313","F","A","U",19,47,81,79,53
"1314","F","A","U",79,45,21,80,56
"1315","F","A","U",67,32,33,58,56
"1316","F","A","U",29,48,71,35,50
"1317","F","A","U",71,41,29,76,48
"1318","F","A","U",48,38,52,10,52
"1319","F","A","U",86,48,14,37,61
"1320","F","A","U",12,45,88,25,48
"1321","F","A","U",58,48,42,67,62
"1322","F","A","U",28,30,72,63,66
"1323","F","A","U",70,39,30,71,51
"1324","F","A","U",12,19,88,55,51
"1325","F","A","U",10,18,90,48,50
"1326","F","A","U",90,35,10,5,36
"1327","F","A","U",11,18,89,43,52
"1328","F","A","U",12,25,88,32,54
"1329","F","A","U",84,32,16,2,58
"1330","F","A","U",39,35,61,36,28
"1331","F","A","U",14,23,86,27,46
"1332","F","A","U",88,38,12,5,52
"1333","F","A","U",36,17,64,48,49
"1334","F","A","U",90,17,10,76,52
"1335","F","A","U",30,36,70,76,44
"1336","F","A","U",47,49,53,41,44
"1337","F","A","U",36,17,64,11,65
"1338","F","A","U",11,17,89,32,49
"1339","F","A","U",64,16,36,80,30
"1340","F","A","U",19,34,81,77,52
"1341","F","A","U",52,40,48,19,43
"1342","F","A","U",50,40,50,34,52
"1343","F","A","U",1,49,99,29,61
"1344","F","A","U",64,46,36,64,36
"1345","F","A","U",61,49,39,29,44
"1346","F","A","U",5,25,95,78,45
"1347","F","A","U",3,48,97,29,39
"1348","F","A","U",85,21,15,62,62
"1349","F","A","U",11,16,89,58,61
"1350","F","A","U",69,46,31,4,42
"1351","F","A","U",5,18,95,11,57
"1352","F","A","U",83,25,17,67,39
"1353","F","A","U",45,30,55,6,44
"1354","F","A","U",10,27,90,1,64
"1355","F","A","U",78,41,22,14,59
"1356","F","A","U",79,27,21,36,56
"1357","F","A","U",1,25,99,15,44
"1358","F","A","U",14,17,86,58,49
"1359","F","A","U",11,33,89,35,46
"1360","F","A","U",75,45,25,26,30
"1361","F","A","U",92,49,8,0,54
"1362","F","A","U",20,15,80,25,48
"1363","F","A","U",27,32,73,23,60
"1364","F","A","U",15,40,85,57,48
"1365","F","A","U",42,18,58,78,60
"1366","F","A","U",41,39,59,78,45
"1367","F","A","U",46,33,54,41,41
"1368","F","A","U",19,47,81,19,50
"1369","F","A","U",58,46,42,20,39
"1370","F","A","U",90,34,10,26,39
"1371","F","A","U",83,16,17,18,42
"1372","F","A","U",23,45,77,52,42
